stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
DRAD2,"Désirade",,47.27770254,-1.48412718,,,0,DRAD,1
DRID1,"Druides",,47.23863028,-1.50740147,,,0,DRID,1
DRID2,"Druides",,47.23855394,-1.50750309,,,0,DRID,1
DRLA1,"Drouillard",,47.17959710,-1.67751514,,,0,DRLA,2
DRLA2,"Drouillard",,47.17926542,-1.67783111,,,0,DRLA,2
DROI1,"Droitière",,47.30820485,-1.37310032,,,0,DROI,2
DROI2,"Droitière",,47.30793625,-1.37333190,,,0,DROI,2
DSAI1,"Desaix",,47.22754912,-1.54213124,,,0,DSAI,1
DSAI2,"Desaix",,47.22628695,-1.54334599,,,0,DSAI,1
DSNE1,"Desnerie",,47.27791097,-1.54040836,,,0,DSNE,2
DSNE2,"Desnerie",,47.27793731,-1.54064319,,,0,DSNE,2
DUKA1,"Dukas",,47.23525689,-1.60253715,,,0,DUKA,1
DUKA2,"Dukas",,47.23486639,-1.60213018,,,0,DUKA,2
DUNA1,"Dunant",,47.24390739,-1.52154983,,,0,DUNA,2
DUNA2,"Dunant",,47.24386490,-1.52109710,,,0,DUNA,2
DUTR1,"Duguay Trouin",,47.22435190,-1.61664783,,,0,DUTR,1
DUTR2,"Duguay Trouin",,47.22423991,-1.61644652,,,0,DUTR,1
EBCA1,"Embarcadère",,47.19408468,-1.64653306,,,0,EBCA,1
EBCA2,"Embarcadère",,47.19344461,-1.64675763,,,0,EBCA,1
ECBU1,"Écobuts",,47.19393189,-1.50779579,,,0,ECBU,2
ECBU2,"Écobuts",,47.19395228,-1.50758981,,,0,ECBU,2
ECHO1,"Échoppes",,47.14399205,-1.68554230,,,0,ECHO,1
ECHO2,"Échoppes",,47.14391720,-1.68539014,,,0,ECHO,1
ECHO3,"Échoppes",,47.14305747,-1.68650981,,,0,ECHO,1
ECHO4,"Échoppes",,47.14298507,-1.68644233,,,0,ECHO,1
ECOS1,"Écosse",,47.21516060,-1.52636361,,,0,ECOS,1
ECOS2,"Écosse",,47.21516892,-1.52614214,,,0,ECOS,1
ECSU1,"École Centrale - Audencia",,47.24878732,-1.55104066,,,0,ECSU,1
ECSU2,"École Centrale - Audencia",,47.24848797,-1.55147787,,,0,ECSU,1
ECSU3,"École Centrale - Audencia",,47.24853943,-1.55155436,,,0,ECSU,2
ECSU4,"École Centrale - Audencia",,47.24892515,-1.55106655,,,0,ECSU,2
ECSU5,"École Centrale - Audencia",,47.24811586,-1.55153546,,,0,ECSU,1
ECSU6,"École Centrale - Audencia",,47.24795904,-1.55193937,,,0,ECSU,1
ECTE1,"Enchanterie",,47.22995718,-1.52437928,,,0,ECTE,1
ECTE2,"Enchanterie",,47.23007808,-1.52407729,,,0,ECTE,1
EDIP1,"Edith Piaf",,47.22805900,-1.62368509,,,0,EDIP,1
EDIP2,"Edith Piaf",,47.22833255,-1.62405970,,,0,EDIP,1
EDNA1,"Édit de Nantes",,47.21440578,-1.56869401,,,0,EDNA,1
EDNA2,"Édit de Nantes",,47.21449073,-1.56847285,,,0,EDNA,1
EDRE1,"Erdreau",,47.29109897,-1.50125811,,,0,EDRE,2
EDRE2,"Erdreau",,47.29104322,-1.50155326,,,0,EDRE,2
EGAN1,"Eglantine",,47.23518001,-1.58810150,,,0,EGAN,1
EGAN2,"Eglantine",,47.23514479,-1.58834224,,,0,EGAN,1
EGL59,"Égalité",,47.20907138,-1.58777253,,,0,EGLI,1
EGLI1,"Égalité",,47.20921294,-1.58829707,,,0,EGLI,1
EGLI2,"Égalité",,47.20947084,-1.58881693,,,0,EGLI,1
EGLI3,"Égalité",,47.20934095,-1.58710367,,,0,EGLI,1
EGLI4,"Égalité",,47.20841286,-1.58722065,,,0,EGLI,1
EGLI6,"Égalité",,47.20922138,-1.58799633,,,0,EGLI,1
EINS1,"Einstein",,47.26410317,-1.57105087,,,0,EINS,1
EINS2,"Einstein",,47.26395315,-1.57085335,,,0,EINS,1
ELIS1,"Eglise",,47.16849521,-1.72010412,,,0,ELIS,1
ELIS2,"Eglise",,47.16852620,-1.72022138,,,0,ELIS,1
EMBE1,"Embellie",,47.26470834,-1.51864544,,,0,EMBE,1
EMBE2,"Embellie",,47.26552105,-1.51855455,,,0,EMBE,1
ENCO1,"Ennerie Corbon",,47.14194030,-1.70520419,,,0,ENCO,1
ENCO2,"Ennerie Corbon",,47.14189620,-1.70497247,,,0,ENCO,1
EPEL1,"Écoles",,47.19778954,-1.75932156,,,0,EPEL,1
EPEL2,"Écoles",,47.19751025,-1.75917066,,,0,EPEL,1
EPIN1,"Épinais",,47.13630814,-1.61053845,,,0,EPIN,2
EPIN2,"Épinais",,47.13619858,-1.61050266,,,0,EPIN,2
EPYY1,"Epinay",,47.29234172,-1.48690687,,,0,EPYY,2
EPYY2,"Epinay",,47.29218742,-1.48686141,,,0,EPYY,2
EQPE1,"Équipement",,47.22380464,-1.57537721,,,0,EQPE,1
EQPE2,"Équipement",,47.22386574,-1.57577963,,,0,EQPE,1
ERAC1,"Erdre Active",,47.28324663,-1.54407127,,,0,ERAC,1
ERAC2,"Erdre Active",,47.28315400,-1.54406719,,,0,ERAC,1
ERDI1,"Éraudière",,47.24175583,-1.53476774,,,0,ERDI,2
ERDI2,"Éraudière",,47.24166754,-1.53500998,,,0,ERDI,2
ERDI3,"Éraudière",,47.24267744,-1.53524312,,,0,ERDI,2
ERDI4,"Éraudière",,47.24304181,-1.53487936,,,0,ERDI,2
ESAV1,"ESAT Vertonne",,47.18426187,-1.48258520,,,0,ESAV,1
ESAV2,"ESAT Vertonne",,47.18416052,-1.48200199,,,0,ESAV,1
ESCA1,"Escall",,47.19937368,-1.50285072,,,0,ESCA,1
ESCA2,"Escall",,47.19945444,-1.50331902,,,0,ESCA,1
ESOR1,"Écoles",,47.14542002,-1.52756444,,,0,ESOR,1
ESOR2,"Écoles",,47.14665531,-1.52899878,,,0,ESOR,1
ESUE1,"Eugène Sue",,47.23332258,-1.59603680,,,0,ESUE,2
ESUE2,"Eugène Sue",,47.23321199,-1.59595197,,,0,ESUE,2
EUCA1,"Europe",,47.26015422,-1.50416415,,,0,EUCA,2
EUCA2,"Europe",,47.26112678,-1.50278804,,,0,EUCA,2
EUVE1,"Europe",,47.17302989,-1.47628440,,,0,EUVE,1
EUVE2,"Europe",,47.17308369,-1.47653653,,,0,EUVE,1
EVET1,"École Vétérinaire",,47.29003981,-1.52267599,,,0,EVET,1
EVET2,"École Vétérinaire",,47.29088669,-1.52344800,,,0,EVET,1
EVRD1,"Evardière",,47.29883604,-1.56615513,,,0,EVRD,2
EVRD2,"Evardière",,47.29819923,-1.56397178,,,0,EVRD,2
FACU1,"Facultés",,47.24584936,-1.55501977,,,0,FACU,1
FACU2,"Facultés",,47.24565523,-1.55540772,,,0,FACU,1
FACU3,"Facultés",,47.24673699,-1.55556582,,,0,FACU,1
FACU4,"Facultés",,47.24684423,-1.55529719,,,0,FACU,1
FADI1,"Fardière",,47.19849292,-1.60689188,,,0,FADI,1
FADI2,"Fardière",,47.19814875,-1.60521069,,,0,FADI,1
FADI3,"Fardière",,47.19794198,-1.60667288,,,0,FADI,1
FALI1,"Fallières",,47.22500874,-1.57938539,,,0,FALI,1
FALI2,"Fallières",,47.22494819,-1.57947086,,,0,FALI,1
FANE1,"Faneurs",,47.21370814,-1.70275248,,,0,FANE,1
FANE2,"Faneurs",,47.21374022,-1.70196570,,,0,FANE,1
FATA1,"Fantaisie",,47.25287088,-1.56940578,,,0,FATA,2
FATA2,"Fantaisie",,47.25262588,-1.56815635,,,0,FATA,2
FAUV1,"Fauvelière",,47.28300983,-1.50531201,,,0,FAUV,1
FAUV2,"Fauvelière",,47.28283937,-1.50477829,,,0,FAUV,1
FBAU1,"François Baudry",,47.26250071,-1.67303819,,,0,FBAU,1
FBAU2,"François Baudry",,47.26221783,-1.67192539,,,0,FBAU,2
FBLA2,"Fresche Blanc",,47.25315149,-1.55820617,,,0,FBLA,2
FBLA3,"Fresche Blanc",,47.25282588,-1.55683320,,,0,FBLA,2
FDDR2,"Fac de Droit",,47.24378548,-1.55212390,,,0,FDDR,1
FDDR3,"Fac de Droit",,47.24375317,-1.55196020,,,0,FDDR,1
FDLE1,"Fac de Lettres",,47.24568663,-1.55178073,,,0,FDLE,1
FDLE2,"Fac de Lettres",,47.24534499,-1.55189608,,,0,FDLE,1
FER58,"Ferrière",,47.24325691,-1.59160402,,,0,FERI,2
FER59,"Ferrière",,47.24326141,-1.59147209,,,0,FERI,2
FERI1,"Ferrière",,47.24341423,-1.59150713,,,0,FERI,1
FERI2,"Ferrière",,47.24309160,-1.59164478,,,0,FERI,1
FERI3,"Ferrière",,47.24434218,-1.59102376,,,0,FERI,1
FERI4,"Ferrière",,47.24448010,-1.59072969,,,0,FERI,1
FFAU1,"Félix Faure",,47.22731855,-1.56976240,,,0,FFAU,1
FFAU2,"Félix Faure",,47.22700593,-1.56941960,,,0,FFAU,1
FFAU3,"Félix Faure",,47.22713587,-1.57012984,,,0,FFAU,1
FFAU4,"Félix Faure",,47.22774361,-1.57005655,,,0,FFAU,1
FGRI1,"Fief Guérin",,47.14393319,-1.66078523,,,0,FGRI,2
FGRI2,"Fief Guérin",,47.14381973,-1.66047312,,,0,FGRI,2
FLAN1,"Flandres",,47.28583418,-1.54669464,,,0,FLAN,1
FLAN2,"Flandres",,47.28562681,-1.54787876,,,0,FLAN,1
FLEU1,"Fleuriaye",,47.29847069,-1.49935577,,,0,FLEU,1
FLEU2,"Fleuriaye",,47.29836312,-1.49961150,,,0,FLEU,2
FLEU3,"Fleuriaye",,47.29923921,-1.50013248,,,0,FLEU,1
FLEU4,"Fleuriaye",,47.29891300,-1.50008390,,,0,FLEU,1
FLRI1,"Floride",,47.21352580,-1.60362056,,,0,FLRI,1
FLRI2,"Floride",,47.21343580,-1.60377652,,,0,FLRI,1
FLTR1,"Flora Tristan",,47.17630151,-1.54391885,,,0,FLTR,1
FLTR2,"Flora Tristan",,47.17581933,-1.54371483,,,0,FLTR,1
FLUR1,"Fleurs",,47.21583735,-1.71768546,,,0,FLUR,1
FLUR2,"Fleurs",,47.21586059,-1.71799790,,,0,FLUR,1
FMIT1,"François Mitterrand",,47.22203468,-1.63790515,,,0,FMIT,1
FMIT2,"François Mitterrand",,47.22210178,-1.63857119,,,0,FMIT,1
FMIT4,"François Mitterrand",,47.22205100,-1.63850263,,,0,FMIT,1
FMIT5,"François Mitterrand",,47.22201076,-1.63807657,,,0,FMIT,1
FMIT6,"François Mitterrand",,47.22209043,-1.63895244,,,0,FMIT,1
FMIT7,"François Mitterrand",,47.22219740,-1.63882818,,,0,FMIT,1
FNLL1,"Fresnel",,47.24296311,-1.52328430,,,0,FNLL,2
FNLL2,"Fresnel",,47.24301901,-1.52339017,,,0,FNLL,2
FNSO1,"Fenaison",,47.26966612,-1.59248914,,,0,FNSO,1
FOCH1,"Foch - Cathédrale",,47.21930667,-1.55030089,,,0,FOCH,2
FOCH3,"Foch - Cathédrale",,47.21925363,-1.55045832,,,0,FOCH,2
FOCH4,"Foch - Cathédrale",,47.21877706,-1.55048847,,,0,FOCH,1
FOCH5,"Foch - Cathédrale",,47.21970952,-1.55053375,,,0,FOCH,1
FOND1,"Fonderies",,47.20641547,-1.54391403,,,0,FOND,1
FOND2,"Fonderies",,47.20637305,-1.54364927,,,0,FOND,1
FORU2,"Forum d'Orvault",,47.25444158,-1.61522435,,,0,FORU,2
FORU3,"Forum d'Orvault",,47.25401746,-1.61508982,,,0,FORU,2
FOTA1,"Fontaine",,47.20538867,-1.48935154,,,0,FOTA,1
FOTA2,"Fontaine",,47.20554318,-1.48911942,,,0,FOTA,1
FOUL1,"Foulquier",,47.30968311,-1.54607832,,,0,FOUL,1
FOUL2,"Foulquier",,47.30982065,-1.54630020,,,0,FOUL,1
FRA58,"Frachon",,47.21942578,-1.62211129,,,0,FRAC,1
FRA59,"Frachon",,47.21895013,-1.62022527,,,0,FRAC,1
FRAC1,"Frachon",,47.21898135,-1.62020775,,,0,FRAC,1
FRAC2,"Frachon",,47.21916013,-1.62074582,,,0,FRAC,1
FRBA1,"Frébaudière",,47.27228220,-1.62654668,,,0,FRBA,1
FRBA2,"Frébaudière",,47.27243308,-1.62766022,,,0,FRBA,1
FRCH1,"Fraîches",,47.17450971,-1.48942481,,,0,FRCH,1
FRCH2,"Fraîches",,47.17487651,-1.49052881,,,0,FRCH,1
FRET1,"Forêt",,47.24432176,-1.57538371,,,0,FRET,1
FRET2,"Forêt",,47.24427002,-1.57552805,,,0,FRET,1
FRGA1,"Frégate",,47.23525876,-1.47570796,,,0,FRGA,2
FRGA2,"Frégate",,47.23522526,-1.47604011,,,0,FRGA,2
FRII1,"François II",,47.21842841,-1.68319067,,,0,FRII,1
FRII2,"François II",,47.21828529,-1.68241312,,,0,FRII,1
FRKL1,"Franklin",,47.22577778,-1.61966466,,,0,FRKL,1
FRKL2,"Franklin",,47.22595130,-1.61972641,,,0,FRKL,1
FRMO1,"Frémoire",,47.15238287,-1.47497712,,,0,FRMO,2
FRMO2,"Frémoire",,47.15332516,-1.47633012,,,0,FRMO,2
FRNE1,"Frênes",,47.25323809,-1.48766589,,,0,FRNE,1
FRNE2,"Frênes",,47.25329548,-1.48759195,,,0,FRNE,1
FRON3,"Frêne Rond",,47.19038613,-1.49641519,,,0,FRON,1
FRON4,"Frêne Rond",,47.19021772,-1.49641502,,,0,FRON,1
FRRR1,"Frères Rousseau",,47.12618961,-1.62858085,,,0,FRRR,2
FRRR2,"Frères Rousseau",,47.12611534,-1.62848825,,,0,FRRR,1
FTAB1,"Félix Tableau",,47.18752997,-1.54697091,,,0,FTAB,1
FTAB2,"Félix Tableau",,47.18738598,-1.54680720,,,0,FTAB,1
FTAB3,"Félix Tableau",,47.18797818,-1.54738129,,,0,FTAB,1
FTAB4,"Félix Tableau",,47.18820077,-1.54678969,,,0,FTAB,1
FTDO1,"Fructidor",,47.24009067,-1.55952298,,,0,FTDO,2
FTDO2,"Fructidor",,47.23942440,-1.56116852,,,0,FTDO,2
GADO1,"Gandonnière",,47.30703832,-1.54057364,,,0,GADO,2
GADO2,"Gandonnière",,47.30716015,-1.54048583,,,0,GADO,2
GAGN1,"Gagnerie",,47.23223866,-1.50712589,,,0,GAGN,1
GAGN2,"Gagnerie",,47.23222643,-1.50735772,,,0,GAGN,1
GAIL1,"Garillère",,47.19249604,-1.52068079,,,0,GAIL,1
GAIL2,"Garillère",,47.19241701,-1.52126570,,,0,GAIL,1
GALH1,"Galheur",,47.16657761,-1.58086931,,,0,GALH,2
GALH2,"Galheur",,47.16676315,-1.57991614,,,0,GALH,1
GAMB1,"Gambetta",,47.22358023,-1.53856078,,,0,GAMB,1
GAMB2,"Gambetta",,47.22357956,-1.53836639,,,0,GAMB,1
GATI1,"Gâtine",,47.21340454,-1.66059828,,,0,GATI,1
GATI2,"Gâtine",,47.21321670,-1.66011893,,,0,GATI,1
GAUT1,"Gautellerie",,47.17739585,-1.60201963,,,0,GAUT,1
GAUT2,"Gautellerie",,47.17747180,-1.60216920,,,0,GAUT,1
GBLO1,"Grand Blottereau",,47.22974326,-1.51105989,,,0,GBLO,1
GBLO2,"Grand Blottereau",,47.22972076,-1.51127511,,,0,GBLO,1
GBNI1,"Guiblinière",,47.29229130,-1.52033411,,,0,GBNI,2
GBNI2,"Guiblinière",,47.29242582,-1.52037824,,,0,GBNI,2
GBTA1,"Grande-Bretagne",,47.26219833,-1.50230670,,,0,GBTA,2
GBTA2,"Grande-Bretagne",,47.26229573,-1.50214038,,,0,GBTA,2
GCAR1,"Grand Carcouët",,47.23148169,-1.59270544,,,0,GCAR,1
GCAR2,"Grand Carcouët",,47.23156749,-1.59288364,,,0,GCAR,1
GCAR3,"Grand Carcouët",,47.23111816,-1.59177031,,,0,GCAR,1
GCAR4,"Grand Carcouët",,47.23129641,-1.59211662,,,0,GCAR,1
GCEN1,"Grande Censive",,47.25249406,-1.54829822,,,0,GCEN,1
GCEN2,"Grande Censive",,47.25211163,-1.54991861,,,0,GCEN,1
GCEN3,"Grande Censive",,47.25136104,-1.54966166,,,0,GCEN,1
GCH98,"Gachet",,47.29330914,-1.52391294,,,0,GCHE,2
GCHE1,"Gachet",,47.29331867,-1.52392422,,,0,GCHE,2
GCHE2,"Gachet",,47.29259995,-1.52403246,,,0,GCHE,2
GCHE9,"Gachet",,47.29412568,-1.52895472,,,0,GCHE,1
GCSO1,"Glacisol",,47.25165414,-1.50459584,,,0,GCSO,1
GCSO2,"Glacisol",,47.25158666,-1.50440449,,,0,GCSO,1
GDCH2,"Gare de Chantenay",,47.19775749,-1.59367446,,,0,GDCH,1
GDCH3,"Gare de Chantenay",,47.19791548,-1.59361074,,,0,GDCH,1
GDCH4,"Gare de Chantenay",,47.19777407,-1.59339949,,,0,GDCH,1
GDCH5,"Gare de Chantenay",,47.19780644,-1.59498499,,,0,GDCH,1
GDEN2,"Goldens",,47.16203033,-1.49963083,,,0,GDEN,2
GDFI1,"Grand Fief",,47.12571342,-1.62572272,,,0,GDFI,2
GDFI2,"Grand Fief",,47.12559806,-1.62554131,,,0,GDFI,2
GDNN1,"Gendronnerie",,47.12729774,-1.63914445,,,0,GDNN,2
GDNN2,"Gendronnerie",,47.12704832,-1.63987161,,,0,GDNN,2
GDOU1,"Grande Ouche",,47.18136054,-1.57917817,,,0,GDOU,1
GDOU2,"Grande Ouche",,47.18133696,-1.57968637,,,0,GDOU,1
GDPI1,"Grande Pièce",,47.19910348,-1.50965521,,,0,GDPI,2
GDPI2,"Grande Pièce",,47.19907160,-1.51039424,,,0,GDPI,1
GDRE1,"Guindré",,47.23953617,-1.53740933,,,0,GDRE,1
GDRE2,"Guindré",,47.23920277,-1.53803053,,,0,GDRE,1
GELL2,"Grande Noëlle",,47.16234559,-1.50219674,,,0,GELL,2
GERA1,"Géraudière",,47.26175705,-1.56711137,,,0,GERA,2
GERA2,"Géraudière",,47.26171012,-1.56722040,,,0,GERA,2
GERA3,"Géraudière",,47.26268574,-1.56660234,,,0,GERA,2
GERA4,"Géraudière",,47.26292754,-1.56770755,,,0,GERA,2
GERA5,"Géraudière",,47.26214561,-1.56640811,,,0,GERA,2
GESV1,"Gesvrine",,47.27009380,-1.55195667,,,0,GESV,1
GESV2,"Gesvrine",,47.26980220,-1.55219083,,,0,GESV,1
GEVR1,"Gesvres",,47.26386262,-1.54860320,,,0,GEVR,1
GEVR2,"Gesvres",,47.26365391,-1.54872959,,,0,GEVR,1
GGAU1,"Gergaudière",,47.28959688,-1.58587483,,,0,GGAU,2
GGAU2,"Gergaudière",,47.28984026,-1.58576298,,,0,GGAU,2
GGNO1,"Grignon",,47.21633810,-1.46626223,,,0,GGNO,1
GGNO2,"Grignon",,47.21646310,-1.46654077,,,0,GGNO,1
GGUI1,"Gauguin",,47.16666708,-1.55469861,,,0,GGUI,1
GGUI2,"Gauguin",,47.16696925,-1.55567146,,,0,GGUI,1
GIAR1,"Gilarderie",,47.18606426,-1.68294425,,,0,GIAR,1
GIAR2,"Gilarderie",,47.18588840,-1.68248578,,,0,GIAR,1
GIBR1,"Gibraye",,47.20513059,-1.51507476,,,0,GIBR,1
GIBR2,"Gibraye",,47.20497394,-1.51755070,,,0,GIBR,1
GIND1,"Gare d'Indre",,47.20492570,-1.66255280,,,0,GIND,1
GIND2,"Gare d'Indre",,47.20520591,-1.66314736,,,0,GIND,1
GIQU1,"Gicquelière",,47.25810214,-1.45838705,,,0,GIQU,1
GIQU2,"Gicquelière",,47.25814838,-1.45911658,,,0,GIQU,1
GLAU1,"Grillaud",,47.21970738,-1.58187532,,,0,GLAU,1
GLAU2,"Grillaud",,47.22028479,-1.58158182,,,0,GLAU,1
GLDE1,"Grande Lande",,47.19253375,-1.49772641,,,0,GLDE,2
GLDE2,"Grande Lande",,47.19222248,-1.49755349,,,0,GLDE,2
GLEI1,"Grolerie",,47.17269593,-1.47236043,,,0,GLEI,1
GLEI2,"Grolerie",,47.17283783,-1.47248147,,,0,GLEI,1
GLIE2,"Gilière",,47.29923507,-1.55337374,,,0,GLIE,1
GLIE3,"Gilière",,47.29975780,-1.55277499,,,0,GLIE,1
GLNE1,"Galarne",,47.20819359,-1.53000277,,,0,GLNE,1
GLNE2,"Galarne",,47.20818656,-1.52970224,,,0,GLNE,1
GLOU1,"Grange au Loup",,47.26378596,-1.51546845,,,0,GLOU,1
GLOU2,"Grange au Loup",,47.26364531,-1.51568852,,,0,GLOU,1
GMA98,"Gare Maritime",,47.20703980,-1.57334929,,,0,GMAR,1
GMAR1,"Gare Maritime",,47.20707518,-1.57291704,,,0,GMAR,1
GMAR2,"Gare Maritime",,47.20706572,-1.57338159,,,0,GMAR,1
GMAR3,"Gare Maritime",,47.20687736,-1.57274796,,,0,GMAR,1
GMAR4,"Gare Maritime",,47.20622672,-1.57342205,,,0,GMAR,1
GMAR5,"Gare Maritime",,47.20642138,-1.57355126,,,0,GMAR,1
GMAR9,"Gare Maritime",,47.20592555,-1.57274186,,,0,GMAR,1
GMDR1,"Grimaudière",,47.29395689,-1.54517362,,,0,GMDR,2
GMDR2,"Grimaudière",,47.29441964,-1.54533963,,,0,GMDR,2
GMDR9,"Grimaudière",,47.29204395,-1.53587026,,,0,GMDR,1
GMOL1,"Guy Mollet",,47.24901791,-1.55373722,,,0,GMOL,1
GMOL2,"Guy Mollet",,47.24922740,-1.55409504,,,0,GMOL,1
GMOL3,"Guy Mollet",,47.24944492,-1.55517566,,,0,GMOL,2
GMTL1,"Germaine Tillon",,47.26627216,-1.51378206,,,0,GMTL,2
GMTL2,"Germaine Tillon",,47.26635541,-1.51325750,,,0,GMTL,2
GNRA1,"Greneraie",,47.19977438,-1.53353993,,,0,GNRA,1
GNRA2,"Greneraie",,47.19954325,-1.53352982,,,0,GNRA,1
GNRA3,"Greneraie",,47.19977967,-1.53445477,,,0,GNRA,1
GNRA4,"Greneraie",,47.19927843,-1.53379875,,,0,GNRA,1
GNRA5,"Greneraie",,47.19945857,-1.53296736,,,0,GNRA,1
GNRA6,"Greneraie",,47.19932757,-1.53287200,,,0,GNRA,1
GNRA7,"Greneraie",,47.19912245,-1.53340161,,,0,GNRA,1
GNRA8,"Greneraie",,47.19986692,-1.53392192,,,0,GNRA,2
GOBI2,"Gobinière",,47.24963568,-1.58683724,,,0,GOBI,1
GOBI3,"Gobinière",,47.24935632,-1.58713288,,,0,GOBI,1
GOLF1,"Golf",,47.23650080,-1.60490733,,,0,GOLF,2
GOLF2,"Golf",,47.23619473,-1.60434919,,,0,GOLF,2
GONI1,"Gournière",,47.26842282,-1.54942559,,,0,GONI,1
GONI2,"Gournière",,47.26826457,-1.54944451,,,0,GONI,1
GPOR1,"Grand Portail",,47.20227933,-1.52295460,,,0,GPOR,1
GPOR2,"Grand Portail",,47.20142758,-1.52361868,,,0,GPOR,1
GPRO1,"Gare de Pont Rousseau",,47.19295925,-1.54886586,,,0,GPRO,1
GPRO2,"Gare de Pont Rousseau",,47.19307786,-1.54930125,,,0,GPRO,1
GRAM1,"Grammoire",,47.18350490,-1.47264466,,,0,GRAM,2
GRAM2,"Grammoire",,47.18367902,-1.47304411,,,0,GRAM,2
GRCH1,"Grand Chemin",,47.19731328,-1.78404156,,,0,GRCH,1
GRCH2,"Grand Chemin",,47.19725449,-1.78379650,,,0,GRCH,1
GRE71,"Gare de l'État",,47.20473498,-1.56029509,,,0,GRET,2
GRET1,"Gare de l'État",,47.20400222,-1.56017697,,,0,GRET,1
GRET2,"Gare de l'État",,47.20469350,-1.56005682,,,0,GRET,1
GRIM1,"Grimm",,47.21665490,-1.64546642,,,0,GRIM,1
GRIM2,"Grimm",,47.21608583,-1.64666010,,,0,GRIM,1
GRIM3,"Grimm",,47.21611145,-1.64552776,,,0,GRIM,1
GRIM4,"Grimm",,47.21700789,-1.64677238,,,0,GRIM,1
GRMA1,"Grimau",,47.22776755,-1.65446267,,,0,GRMA,2
GRMA2,"Grimau",,47.22832018,-1.65486489,,,0,GRMA,2
GROR1,"Garenne",,47.26508485,-1.62769740,,,0,GROR,1
GROR2,"Garenne",,47.26519412,-1.62747924,,,0,GROR,1
GRPO1,"Gripots",,47.19232252,-1.49175639,,,0,GRPO,1
GRPO2,"Gripots",,47.19246983,-1.49176824,,,0,GRPO,1
GRTE1,"Garotterie",,47.22500221,-1.60676119,,,0,GRTE,1
GRTE2,"Garotterie",,47.22423142,-1.60693971,,,0,GRTE,2
GRVI1,"Guerivières",,47.20536088,-1.46747769,,,0,GRVI,2
GRVI2,"Guerivières",,47.20517950,-1.46732471,,,0,GRVI,2
GRZI1,"Grezillières",,47.21419263,-1.47885695,,,0,GRZI,1
GRZI2,"Grezillières",,47.21439055,-1.47829212,,,0,GRZI,1
GSAN1,"George Sand",,47.16578544,-1.54492912,,,0,GSAN,1
GSAN2,"George Sand",,47.16583906,-1.54582312,,,0,GSAN,1
GSEN1,"Grasse Noue",,47.28025429,-1.58189880,,,0,GSEN,2
GSEN2,"Grasse Noue",,47.28023160,-1.58182434,,,0,GSEN,2
GSIN1,"Grassinière",,47.16579206,-1.50790187,,,0,GSIN,2
GSIN2,"Grassinière",,47.16576428,-1.50800552,,,0,GSIN,2
GSNO1,"Gare Nord - Jardin des Plantes",,47.21784340,-1.54229871,,,0,GSNO,1
GSNO2,"Gare Nord - Jardin des Plantes",,47.21786296,-1.54278792,,,0,GSNO,1
GSSU3,"Gare Sud",,47.21593202,-1.54176886,,,0,GSSU,1
GSSU4,"Gare Sud",,47.21597739,-1.54208015,,,0,GSSU,1
GSSU5,"Gare Sud",,47.21555271,-1.54222781,,,0,GSSU,1
GTAE1,"Grootaers",,47.23966759,-1.58464851,,,0,GTAE,1
GTAE2,"Grootaers",,47.23937755,-1.58507292,,,0,GTAE,1
GTLA1,"Garettes - Landreau",,47.27320065,-1.63079927,,,0,GTLA,1
GTLA2,"Garettes - Landreau",,47.27308793,-1.63056725,,,0,GTLA,1
GTVE1,"Gaston Veil",,47.21000275,-1.55577243,,,0,GTVE,1
GTVE2,"Gaston Veil",,47.21014781,-1.55561116,,,0,GTVE,1
GULO3,"Guilloterie",,47.16986818,-1.56042160,,,0,GULO,1
GULO4,"Guilloterie",,47.17004759,-1.56052315,,,0,GULO,1
GURO2,"Gustave Roch",,47.20409240,-1.55198964,,,0,GURO,2
GURO3,"Gustave Roch",,47.20359881,-1.55204364,,,0,GURO,1
GVNO1,"Gare de Vertou Nord",,47.18700435,-1.47831683,,,0,GVNO,1
GVNO2,"Gare de Vertou Nord",,47.18709990,-1.47850463,,,0,GVNO,1
GVSU1,"Gare de Vertou Sud",,47.18562380,-1.47665429,,,0,GVSU,1
GVSU2,"Gare de Vertou Sud",,47.18590246,-1.47661601,,,0,GVSU,1
HAL59,"Haluchère - Batignolles",,47.24963011,-1.52289395,,,0,HALU,1
HAL98,"Haluchère - Batignolles",,47.24916098,-1.52334816,,,0,HALU,1
HALA1,"Haluchère - Batignolles",,47.24891455,-1.52204605,,,0,HALU,1
HALA2,"Haluchère - Batignolles",,47.24923231,-1.52240098,,,0,HALU,1
HALA3,"Haluchère - Batignolles",,47.24927091,-1.52264713,,,0,HALU,1
HALA4,"Haluchère - Batignolles",,47.24943134,-1.52291267,,,0,HALU,1
HALD1,"Haluchère - Batignolles",,47.24926872,-1.52306230,,,0,HALU,1
HALE2,"Haluchère - Batignolles",,47.24871997,-1.52223570,,,0,HALU,1
HALF1,"Haluchère - Batignolles",,47.24929070,-1.52356254,,,0,HALU,1
HALF2,"Haluchère - Batignolles",,47.24915172,-1.52332897,,,0,HALU,1
HALF3,"Haluchère - Batignolles",,47.24898782,-1.52305922,,,0,HALU,1
